State/Territory,Suburb/Locality,Postcode,MMM classification,,
Queensland,ALBANY CREEK,4035,1,,
Queensland,ALBERTA,4702,5,,
Queensland,ALBERTON (QLD),4207,1,,
Queensland,ALBINIA,4722,6,,
Queensland,ALBION (QLD 4010),4010,1,,
Queensland,ALBION (QLD 4822),4822,7,,
Queensland,ALDERLEY,4051,1,,
Queensland,ALDERSHOT,4650,3,,
Queensland,ALDOGA,4694,5,,
Queensland,ALEXANDRA (QLD),4740,2,,
Queensland,ALEXANDRA HEADLAND,4572,1,,
Queensland,ALEXANDRA HILLS,4161,1,,
Queensland,ALGESTER,4115,1,,
Queensland,ALICE CREEK,4610,5,,
Queensland,ALICE RIVER,4817,2,,
Queensland,ALLAN,4370,5,,
Queensland,ALLANDALE (QLD),4310,5,,
Queensland,ALLENSTOWN,4700,2,,
Queensland,ALLENVIEW,4285,5,,
Queensland,ALLIGATOR CREEK (QLD 4740),4740,5,,
Queensland,ALLIGATOR CREEK (QLD 4816),4816,2,,
Queensland,ALLORA,4362,5,,
Queensland,ALLOWAY,4670,2,,
Queensland,ALMADEN,4871,7,,
Queensland,ALOOMBA,4871,2,,
Queensland,ALPHA,4724,7,,
Queensland,ALSACE,4702,6,,
Queensland,ALTON DOWNS,4702,2,,
Queensland,ALVA,4807,5,,
Queensland,AMAMOOR,4570,3,,
Queensland,AMAMOOR CREEK,4570,5,,
Queensland,AMAROO (QLD),4829,7,,
Queensland,AMBER,4871,7,,
Queensland,AMBERLEY,4306,1,,
Queensland,AMBROSE,4695,5,,
Queensland,AMBY,4462,6,,
Queensland,AMIENS,4380,5,,
Queensland,AMITY,4183,6,,
Queensland,ANAKIE,4702,6,,
Queensland,ANDERGROVE,4740,2,,
Queensland,ANDERLEIGH,4570,5,,
Queensland,ANDROMACHE,4800,5,,
Queensland,ANDURAMBA,4355,5,,
Queensland,ANNANDALE (QLD),4814,2,,
Queensland,ANNERLEY,4103,1,,
Queensland,ANSTEAD,4070,1,,
Queensland,ANTHONY,4310,5,,
Queensland,ANTIGUA,4650,5,,
Queensland,APPLE TREE CREEK,4660,5,,
Queensland,APPLETHORPE,4378,5,,
Queensland,ARAFURA SEA,4875,7,,
Queensland,ARALUEN (QLD),4570,3,,
Queensland,ARAMAC,4726,7,,
Queensland,ARAMARA,4620,5,,
Queensland,ARANA HILLS,4054,1,,
Queensland,ARANBANGA,4625,5,,
Queensland,ARATULA (QLD),4309,5,,
Queensland,ARBOUIN,4892,7,,
Queensland,ARCADIA (QLD),4819,7,,
Queensland,ARCADIA VALLEY,4702,6,,
Queensland,ARCHER RIVER,4892,7,,
Queensland,ARCHERFIELD,4108,1,,
Queensland,ARCTURUS,4722,6,,
Queensland,ARGOON (QLD),4702,5,,
Queensland,ARGYLL,4721,6,,
Queensland,ARMSTRONG BEACH,4737,5,,
Queensland,ARMSTRONG CREEK (QLD),4520,2,,
Queensland,AROONA,4551,1,,
Queensland,ARRIGA,4880,5,,
Queensland,ARUNDEL,4214,1,,
Queensland,ASCOT (QLD 4007),4007,1,,
Queensland,ASCOT (QLD 4360),4360,5,,
Queensland,ASHFIELD (QLD),4670,2,,
Queensland,ASHGROVE,4060,1,,
Queensland,ASHMORE,4214,1,,
Queensland,ASHWELL,4340,2,,
Queensland,ASPLEY,4034,1,,
Queensland,ATHERTON,4883,4,,
Queensland,ATHOL,4350,2,,
Queensland,ATKINSONS DAM,4311,5,,
Queensland,AUBIGNY,4401,5,,
Queensland,AUBURN (QLD),4413,6,,
Queensland,AUCHENFLOWER,4066,1,,
Queensland,AUGATHELLA,4477,7,,
Queensland,AUGUSTINE HEIGHTS,4300,1,,
Queensland,AURUKUN,4892,7,,
Queensland,AUSTINVILLE,4213,2,,
Queensland,AVENELL HEIGHTS,4670,2,,
Queensland,AVOCA (QLD),4670,2,,
Queensland,AVOCA VALE,4306,5,,
Queensland,AVONDALE (QLD),4670,5,,
Queensland,AYR,4807,4,,
Queensland,AYTON,4895,6,,
Queensland,BABINDA (QLD),4861,5,,
Queensland,BACK PLAINS,4361,5,,
Queensland,BADU ISLAND,4875,7,,
Queensland,BAFFLE CREEK,4674,5,,
Queensland,BAFFLE WEST,4454,7,,
Queensland,BAHRS SCRUB,4207,1,,
Queensland,BAJOOL,4699,5,,
Queensland,BAKERS BEND,4470,7,,
Queensland,BAKERS CREEK (QLD),4740,2,,
Queensland,BAKING BOARD,4413,5,,
Queensland,BALBERRA,4740,2,,
Queensland,BALCOMBA,4702,6,,
Queensland,BALD HILLS (QLD),4036,1,,
Queensland,BALD KNOB,4552,2,,
Queensland,BALGAL BEACH,4816,5,,
Queensland,BALGOWAN (QLD),4401,5,,
Queensland,BALL BAY,4741,5,,
Queensland,BALLANDEAN,4382,5,,
Queensland,BALLARD,4352,2,,
Queensland,BALLAROO,4455,6,,
Queensland,BALLOGIE,4610,5,,
Queensland,BALMORAL (QLD),4171,1,,
Queensland,BALMORAL RIDGE,4552,2,,
Queensland,BALNAGOWAN,4740,2,,
Queensland,BAMAGA,4876,7,,
Queensland,BAMBAROO,4850,5,,
Queensland,BAMBOO,4873,5,,
Queensland,BAMBOO CREEK,4860,4,,
Queensland,BAN BAN,4625,5,,
Queensland,BAN BAN SPRINGS,4625,5,,
Queensland,BANANA,4702,5,,
Queensland,BANCROFT,4630,5,,
Queensland,BANGALEE (QLD),4703,3,,
Queensland,BANGALL,4730,7,,
Queensland,BANKS CREEK,4306,5,,
Queensland,BANKS POCKET,4570,3,,
Queensland,BANKSIA BEACH,4507,2,,
Queensland,BANNOCKBURN (QLD),4207,1,,
Queensland,BANYO,4014,1,,
Queensland,BAPAUME,4352,5,,
Queensland,BARAKULA,4413,6,,
Queensland,BARALABA,4702,5,,
Queensland,BARAMBAH,4601,5,,
Queensland,BARCALDINE,4725,7,,
Queensland,BARCALDINE DOWNS,4725,7,,
Queensland,BARDON,4065,1,,
Queensland,BAREE,4714,5,,
Queensland,BARELLAN POINT,4306,1,,
Queensland,BARGARA,4670,2,,
Queensland,BARGUNYAH,4465,6,,
Queensland,BARKER CREEK FLAT,4615,5,,
Queensland,BARKLY (QLD),4825,7,,
Queensland,BARLIL,4605,5,,
Queensland,BARLOWS HILL,4703,3,,
Queensland,BARLYNE,4625,5,,
Queensland,BARMARYEE,4703,3,,
Queensland,BARMOYA,4703,5,,
Queensland,BARNARD,4702,6,,
Queensland,BARNEY POINT,4680,3,,
Queensland,BARNEY VIEW,4287,5,,
Queensland,BAROONDAH,4420,6,,
Queensland,BARRAMORNIE,4416,5,,
Queensland,BARRATTA (QLD),4809,5,,
Queensland,BARRINE,4872,5,,
Queensland,BARRINGHA,4816,5,,
Queensland,BARRINGUN,4490,7,,
Queensland,BARRON,4878,2,,
Queensland,BARRON GORGE,4870,2,,
Queensland,BARTLE FRERE,4861,5,,
Queensland,BARWIDGI,4872,7,,
Queensland,BASALT (QLD),4820,6,,
Queensland,BASILISK,4871,5,,
Queensland,BASIN POCKET,4305,1,,
Queensland,BATTERY HILL,4551,1,,
Queensland,BATTLE CREEK,4872,6,,
Queensland,BAUHINIA,4718,6,,
Queensland,BAUPLE,4650,5,,
Queensland,BAUPLE FOREST,4650,5,,
Queensland,BAYRICK,4478,7,,
Queensland,BAYVIEW HEIGHTS,4868,2,,
Queensland,BEACH HOLM,4818,2,,
Queensland,BEACHMERE,4510,1,,
Queensland,BEACONSFIELD (QLD),4740,2,,
Queensland,BEATRICE,4886,5,,
Queensland,BEAUDESERT,4285,4,,
Queensland,BEAUFORT (QLD),4724,7,,
Queensland,BEAVER ROCK,4650,5,,
Queensland,BEDOURIE,4829,7,,
Queensland,BEEBO,4385,5,,
Queensland,BEECHER,4680,3,,
Queensland,BEECHMONT,4211,5,,
Queensland,BEELBEE,4405,5,,
Queensland,BEELBI CREEK,4659,2,,
Queensland,BEENAAM VALLEY,4570,3,,
Queensland,BEENLEIGH,4207,1,,
Queensland,BEERBURRUM,4517,2,,
Queensland,BEERON,4626,5,,
Queensland,BEERWAH,4519,2,,
Queensland,BEGONIA,4487,6,,
Queensland,BEILBA,4454,7,,
Queensland,BELCONG,4723,6,,
Queensland,BELGIAN GARDENS,4810,2,,
Queensland,BELIVAH,4207,1,,
Queensland,BELL (QLD),4408,5,,
Queensland,BELLA CREEK,4570,5,,
Queensland,BELLARA,4507,2,,
Queensland,BELLBIRD PARK,4300,1,,
Queensland,BELLBOWRIE,4070,1,,
Queensland,BELLENDEN KER,4871,5,,
Queensland,BELLEVUE (QLD),4892,7,,
Queensland,BELLFIELD (QLD),4822,7,,
Queensland,BELLI PARK,4562,5,,
Queensland,BELLMERE,4510,1,,
Queensland,BELLS BRIDGE,4570,3,,
Queensland,BELLS CREEK,4551,1,,
Queensland,BELLTHORPE,4514,5,,
Queensland,BELMONT (QLD),4153,1,,
Queensland,BELMUNDA,4740,5,,
Queensland,BELVEDERE,4860,4,,
Queensland,BELYANDO,4820,7,,
Queensland,BEMERSIDE,4850,5,,
Queensland,BENAIR,4610,5,,
Queensland,BENARABY,4680,3,,
Queensland,BENARKIN,4306,5,,
Queensland,BENARKIN NORTH,4306,5,,
Queensland,BENHOLME,4754,5,,
Queensland,BENOBBLE,4275,4,,
Queensland,BENOWA,4217,1,,
Queensland,BENTLEY PARK,4869,2,,
Queensland,BERAJONDO,4674,5,,
Queensland,BERAT,4362,5,,
Queensland,BERGEN,4353,5,,
Queensland,BERRINBA,4117,1,,
Queensland,BERSERKER,4701,2,,
Queensland,BETHANIA,4205,1,,
Queensland,BIARRA,4313,5,,
Queensland,BIBOOHRA,4880,5,,
Queensland,BIDDADDABA,4275,4,,
Queensland,BIDDESTON,4401,2,,
Queensland,BIDWILL (QLD),4650,3,,
Queensland,BIGGENDEN,4621,5,,
Queensland,BIGGERA WATERS,4216,1,,
Queensland,BILINGA,4225,1,,
Queensland,BILLA BILLA,4390,5,,
Queensland,BILOELA,4715,4,,
Queensland,BILYANA,4854,6,,
Queensland,BINDEBANGO,4488,6,,
Queensland,BINGEGANG,4702,6,,
Queensland,BINGIL BAY,4852,5,,
Queensland,BINJOUR,4625,5,,
Queensland,BINNA BURRA (QLD),4211,5,,
Queensland,BIRDSVILLE,4482,7,,
Queensland,BIRKALLA,4854,5,,
Queensland,BIRKDALE,4159,1,,
Queensland,BIRNAM (QLD 4285),4285,4,,
Queensland,BIRNAM (QLD 4352),4352,2,,
Queensland,BIRTINYA,4575,1,,
Queensland,BLACK DUCK CREEK,4343,5,,
Queensland,BLACK JACK,4820,7,,
Queensland,BLACK MOUNTAIN (QLD),4563,2,,
Queensland,BLACK RIVER (QLD),4818,2,,
Queensland,BLACK SNAKE,4600,5,,
Queensland,BLACKALL,4472,7,,
Queensland,BLACKBULL,4871,7,,
Queensland,BLACKBUTT (QLD),4306,5,,
Queensland,BLACKBUTT NORTH,4306,5,,
Queensland,BLACKBUTT SOUTH,4306,5,,
Queensland,BLACKDOWN,4702,6,,
Queensland,BLACKROCK,4850,5,,
Queensland,BLACKS BEACH,4740,2,,
Queensland,BLACKSOIL,4306,1,,
Queensland,BLACKSTONE,4304,1,,
Queensland,BLACKSWAMP,4413,5,,
Queensland,BLACKWATER,4717,5,,
Queensland,BLAIRMORE,4625,5,,
Queensland,BLANCHVIEW,4352,2,,
Queensland,BLANTYRE,4310,5,,
Queensland,BLAXLAND (QLD),4405,5,,
Queensland,BLENHEIM,4341,5,,
Queensland,BLI BLI,4560,1,,
Queensland,BLOOMFIELD,4895,6,,
Queensland,BLOOMSBURY,4799,5,,
Queensland,BLUE HILLS,4818,5,,
Queensland,BLUE MOUNTAIN,4737,5,,
Queensland,BLUE MOUNTAIN HEIGHTS,4350,2,,
Queensland,BLUEWATER,4818,2,,
Queensland,BLUEWATER PARK,4818,2,,
Queensland,BLUFF,4702,5,,
Queensland,BLYTHDALE,4455,5,,
Queensland,BOATMAN,4468,7,,
Queensland,BOGANDILLA,4425,6,,
Queensland,BOGIE,4805,6,,
Queensland,BOHLE,4818,2,,
Queensland,BOHLE PLAINS,4817,2,,
Queensland,BOIGU ISLAND,4875,7,,
Queensland,BOKARINA,4575,1,,
Queensland,BOLLIER,4570,5,,
Queensland,BOLLON,4488,7,,
Queensland,BOLWARRA (QLD),4871,7,,
Queensland,BOMBEETA,4871,5,,
Queensland,BON ACCORD,4625,5,,
Queensland,BONDOOLA,4703,3,,
Queensland,BONGAREE,4507,2,,
Queensland,BONGEEN,4356,5,,
Queensland,BONNIE DOON (QLD),4873,5,,
Queensland,BONOGIN,4213,1,,
Queensland,BONSHAW (QLD),4385,5,,
Queensland,BONY MOUNTAIN,4370,5,,
Queensland,BOOBY ISLAND,4875,7,,
Queensland,BOODUA,4401,5,,
Queensland,BOOGAN,4871,4,,
Queensland,BOOIE,4610,4,,
Queensland,BOOLBOONDA,4671,5,,
Queensland,BOOLBURRA,4702,6,,
Queensland,BOOMPA,4621,5,,
Queensland,BOONAH (QLD),4310,5,,
Queensland,BOONARA,4601,5,,
Queensland,BOONARGA,4413,5,,
Queensland,BOONDALL,4034,1,,
Queensland,BOONDANDILLA,4406,5,,
Queensland,BOONDOOMA,4613,5,,
Queensland,BOONOOROO,4650,5,,
Queensland,BOONOOROO PLAINS,4650,3,,
Queensland,BOORAL (QLD),4655,2,,
Queensland,BOOROOBIN,4552,5,,
Queensland,BOOUBYJAN,4601,5,,
Queensland,BOOVAL,4304,1,,
Queensland,BOOYAL,4671,5,,
Queensland,BORALLON,4306,2,,
Queensland,BOREEN POINT,4565,2,,
Queensland,BORONIA HEIGHTS,4124,1,,
Queensland,BOROREN,4678,5,,
Queensland,BOULDER CREEK,4714,5,,
Queensland,BOULDERCOMBE,4702,2,,
Queensland,BOULIA,4829,7,,
Queensland,BOUNTIFUL ISLANDS,4871,7,,
Queensland,BOWEN,4805,4,,
Queensland,BOWEN HILLS,4006,1,,
Queensland,BOWENVILLE,4404,5,,
Queensland,BOYLAND,4275,4,,
Queensland,BOYNE ISLAND,4680,3,,
Queensland,BOYNE VALLEY,4680,5,,
Queensland,BOYNEDALE,4680,5,,
Queensland,BOYNESIDE,4610,5,,
Queensland,BOYNEWOOD,4626,5,,
Queensland,BRACALBA,4512,2,,
Queensland,BRACEWELL,4695,5,,
Queensland,BRACKEN RIDGE,4017,1,,
Queensland,BRAEMEADOWS,4850,6,,
Queensland,BRAEMORE,4313,5,,
Queensland,BRAMSTON BEACH,4871,5,,
Queensland,BRANCH CREEK,4625,5,,
Queensland,BRANCHVIEW,4352,5,,
Queensland,BRANDON,4808,4,,
Queensland,BRANDY CREEK (QLD),4800,5,,
Queensland,BRANYAN,4670,2,,
Queensland,BRASSALL,4305,1,,
Queensland,BRAY PARK (QLD),4500,1,,
Queensland,BREADALBANE (QLD),4800,5,,
Queensland,BREAKAWAY,4825,6,,
Queensland,BREDDAN,4820,4,,
Queensland,BRENDALE,4500,1,,
Queensland,BRIBIE ISLAND,4507,3,,
Queensland,BRIBIE ISLAND NORTH,4507,3,,
Queensland,BRIDGEMAN DOWNS,4035,1,,
Queensland,BRIDGES,4561,2,,
Queensland,BRIGALOW,4412,5,,
Queensland,BRIGHTLY,4741,5,,
Queensland,BRIGHTON (QLD),4017,1,,
Queensland,BRIGHTVIEW,4311,5,,
Queensland,BRIGOODA,4613,5,,
Queensland,BRINGALILY,4357,5,,
Queensland,BRINSMEAD,4870,2,,
Queensland,BRISBANE AIRPORT,4008,1,,
Queensland,BRISBANE CITY,4000,1,,
Queensland,BROADBEACH,4218,1,,
Queensland,BROADBEACH WATERS,4218,1,,
Queensland,BROADMERE,4420,6,,
Queensland,BROADWATER (QLD),4380,5,,
Queensland,BROKEN RIVER,4757,5,,
Queensland,BROMELTON,4285,5,,
Queensland,BROOKFIELD (QLD),4069,1,,
Queensland,BROOKHILL,4816,2,,
Queensland,BROOKLANDS,4615,5,,
Queensland,BROOKSTEAD,4364,5,,
Queensland,BROOKWATER,4300,1,,
Queensland,BROOLOO,4570,5,,
Queensland,BROOWEENA,4620,5,,
Queensland,BROUGHTON (QLD),4820,4,,
Queensland,BROVINIA,4626,5,,
Queensland,BROWNS PLAINS (QLD),4118,1,,
Queensland,BROXBURN,4356,5,,
Queensland,BRUSH CREEK,4387,5,,
Queensland,BRYDEN,4312,5,,
Queensland,BRYMAROO,4403,5,,
Queensland,BUARABA,4311,5,,
Queensland,BUARABA SOUTH,4311,5,,
Queensland,BUCASIA,4750,2,,
Queensland,BUCCA (QLD),4670,5,,
Queensland,BUCCAN,4207,1,,
Queensland,BUCKINGHAM (QLD),4825,7,,
Queensland,BUCKLAND (QLD),4722,7,,
Queensland,BUDDINA,4575,1,,
Queensland,BUDERIM,4556,1,,
Queensland,BUDGEE,4359,5,,
Queensland,BUKALI,4630,5,,
Queensland,BULGUN,4854,5,,
Queensland,BULIMBA,4171,1,,
Queensland,BULLAWARRA,4492,7,,
Queensland,BULLCAMP,4615,5,,
Queensland,BULLERINGA,4871,7,,
Queensland,BULLI CREEK,4357,5,,
Queensland,BULLOO DOWNS,4492,7,,
Queensland,BULLYARD,4671,5,,
Queensland,BULWER,4025,6,,
Queensland,BUNBURRA,4310,5,,
Queensland,BUNDABERG CENTRAL,4670,2,,
Queensland,BUNDABERG EAST,4670,2,,
Queensland,BUNDABERG NORTH,4670,2,,
Queensland,BUNDABERG SOUTH,4670,2,,
Queensland,BUNDABERG WEST,4670,2,,
Queensland,BUNDALL,4217,1,,
Queensland,BUNDAMBA,4304,1,,
Queensland,BUNDI,4427,6,,
Queensland,BUNDOORA (QLD),4702,6,,
Queensland,BUNGABAN,4419,6,,
Queensland,BUNGADOO,4671,5,,
Queensland,BUNGALOW,4870,2,,
Queensland,BUNGEWORGORAI,4455,6,,
Queensland,BUNGIL (QLD),4455,6,,
Queensland,BUNGUNDARRA,4703,3,,
Queensland,BUNGUNYA,4494,6,,
Queensland,BUNJURGEN,4310,5,,
Queensland,BUNYA,4055,1,,
Queensland,BUNYA CREEK,4655,2,,
Queensland,BUNYA MOUNTAINS,4405,5,,
Queensland,BURANDA,4102,1,,
Queensland,BURBANK,4156,1,,
Queensland,BURDELL,4818,2,,
Queensland,BURGOWAN,4659,2,,
Queensland,BURKETOWN,4830,7,,
Queensland,BURLEIGH,4822,7,,
Queensland,BURLEIGH HEADS,4220,1,,
Queensland,BURLEIGH WATERS,4220,1,,
Queensland,BURNCLUITH,4413,5,,
Queensland,BURNETT CREEK,4310,5,,
Queensland,BURNETT HEADS,4670,2,,
Queensland,BURNSIDE (QLD),4560,1,,
Queensland,BURPENGARY,4505,1,,
Queensland,BURPENGARY EAST,4505,1,,
Queensland,BURRA BURRI,4610,6,,
Queensland,BURRAR ISLET,4875,7,,
Queensland,BURRUM HEADS,4659,2,,
Queensland,BURRUM RIVER,4659,2,,
Queensland,BURRUM TOWN,4659,2,,
Queensland,BURTON (QLD),4742,6,,
Queensland,BURU ISLAND,4875,7,,
Queensland,BURUA,4680,3,,
Queensland,BUSHLAND BEACH,4818,2,,
Queensland,BUSHLEY,4702,5,,
Queensland,BUTCHERS CREEK,4885,5,,
Queensland,BUXTON (QLD),4660,5,,
Queensland,BYBERA,4387,5,,
Queensland,BYEE,4605,5,,
Queensland,BYELLEE,4680,3,,
Queensland,BYFIELD,4703,5,,
Queensland,BYMOUNT,4455,7,,
Queensland,BYRNESTOWN,4625,5,,
Queensland,CABARLAH,4352,2,,
Queensland,CABOOLTURE,4510,1,,
Queensland,CABOOLTURE SOUTH,4510,1,,
Queensland,CABOONBAH,4312,5,,
Queensland,CADARGA,4626,6,,
Queensland,CAFFEY,4343,5,,
Queensland,CAINBABLE,4285,5,,
Queensland,CAIRDBEIGN,4722,6,,
Queensland,CAIRNS CITY,4870,2,,
Queensland,CAIRNS NORTH,4870,2,,
Queensland,CALAMVALE,4116,1,,
Queensland,CALAVOS,4670,2,,
Queensland,CALCIUM,4816,5,,
Queensland,CALDERVALE,4478,7,,
Queensland,CALEN,4798,5,,
Queensland,CALGOA,4570,5,,
Queensland,CALICO CREEK,4570,3,,
Queensland,CALINGUNEE,4390,5,,
Queensland,CALLANDOON,4390,5,,
Queensland,CALLEMONDAH (QLD),4680,3,,
Queensland,CALLIDE,4715,5,,
Queensland,CALLIOPE (QLD),4680,3,,
Queensland,CALOUNDRA,4551,1,,
Queensland,CALOUNDRA WEST,4551,1,,
Queensland,CALVERT (QLD),4340,5,,
Queensland,CAMBOON (QLD),4719,6,,
Queensland,CAMBOOYA,4358,2,,
Queensland,CAMBRIDGE (QLD),4822,7,,
Queensland,CAMBROON,4552,5,,
Queensland,CAMEBY,4413,5,,
Queensland,CAMERON CORNER,4492,7,,
Queensland,CAMIRA (QLD),4300,1,,
Queensland,CAMOOLA,4730,7,,
Queensland,CAMOOWEAL,4828,7,,
Queensland,CAMP CREEK (QLD),4871,5,,
Queensland,CAMP HILL,4152,1,,
Queensland,CAMP MOUNTAIN,4520,2,,
Queensland,CAMPASPE,4820,7,,
Queensland,CAMPBELL CREEK,4625,5,,
Queensland,CAMPBELLS POCKET,4521,2,,
Queensland,CAMPWIN BEACH,4737,5,,
Queensland,CANAGA,4413,5,,
Queensland,CANAL CREEK,4702,5,,
Queensland,CANIA,4630,5,,
Queensland,CANINA,4570,3,,
Queensland,CANNINDAH,4630,5,,
Queensland,CANNING CREEK,4357,5,,
Queensland,CANNINGVALE,4370,4,,
Queensland,CANNON CREEK (QLD 4310),4310,5,,
Queensland,CANNON CREEK (QLD 4380),4380,5,,
Queensland,CANNON HILL,4170,1,,
Queensland,CANNON VALLEY,4800,4,,
Queensland,CANNONVALE,4802,4,,
Queensland,CANOONA,4702,5,,
Queensland,CANUNGRA,4275,4,,
Queensland,CAP ISLET,4875,7,,
Queensland,CAPALABA,4157,1,,
Queensland,CAPE CLEVELAND,4810,5,,
Queensland,CAPE CONWAY,4800,5,,
Queensland,CAPE GLOUCESTER,4800,5,,
Queensland,CAPE HILLSBOROUGH,4740,5,,
Queensland,CAPE TRIBULATION,4873,6,,
Queensland,CAPELLA,4723,6,,
Queensland,CAPTAIN CREEK,4677,5,,
Queensland,CAPTAINS MOUNTAIN,4357,5,,
Queensland,CARAVONICA,4878,2,,
Queensland,CARBINE CREEK,4723,6,,
Queensland,CARBROOK,4130,1,,
Queensland,CARDSTONE,4854,6,,
Queensland,CARDWELL,4849,6,,
Queensland,CARINA (QLD),4152,1,,
Queensland,CARINA HEIGHTS,4152,1,,
Queensland,CARINDALE,4152,1,,
Queensland,CARMILA,4739,5,,
Queensland,CARMOO,4852,5,,
Queensland,CARNARVON PARK,4722,6,,
Queensland,CARNEYS CREEK,4310,5,,
Queensland,CAROLE PARK,4300,1,,
Queensland,CAROLINE CROSSING,4477,7,,
Queensland,CARPENDALE,4344,5,,
Queensland,CARPENTARIA,4823,7,,
Queensland,CARRANDOTTA,4825,7,,
Queensland,CARRARA,4211,1,,
Queensland,CARRINGTON (QLD),4883,4,,
Queensland,CARRUCHAN,4816,6,,
Queensland,CARSELDINE,4034,1,,
Queensland,CARSTAIRS,4806,5,,
Queensland,CARTERS RIDGE,4563,5,,
Queensland,CASHMERE,4500,1,,
Queensland,CASSOWARY,4873,5,,
Queensland,CASTAWAYS BEACH,4567,1,,
Queensland,CASTLE CREEK (QLD),4715,5,,
Queensland,CASTLE HILL (QLD),4810,2,,
Queensland,CATTLE CREEK (QLD 4407),4407,5,,
Queensland,CATTLE CREEK (QLD 4626),4626,5,,
Queensland,CAUSEWAY LAKE,4703,3,,
Queensland,CAWARRAL,4702,5,,
Queensland,CAWDOR (QLD),4352,2,,
Queensland,CECIL PLAINS,4407,5,,
Queensland,CEDAR CREEK (QLD 4207),4207,2,,
Queensland,CEDAR CREEK (QLD 4520),4520,2,,
Queensland,CEDAR GROVE,4285,2,,
Queensland,CEDAR POCKET,4570,3,,
Queensland,CEDAR VALE,4285,2,,
Queensland,CEDARTON,4514,5,,
Queensland,CEMENT MILLS,4352,5,,
Queensland,CENTENARY HEIGHTS,4350,2,,
Queensland,CERATODUS,4627,5,,
Queensland,CHAHPINGAH,4610,5,,
Queensland,CHAMBERS FLAT,4133,1,,
Queensland,CHANCES PLAIN,4413,5,,
Queensland,CHANDLER (QLD),4155,1,,
Queensland,CHAPEL HILL (QLD),4069,1,,
Queensland,CHARLESTOWN (QLD),4608,5,,
Queensland,CHARLEVILLE,4470,7,,
Queensland,CHARLTON (QLD),4350,2,,
Queensland,CHARLWOOD,4309,5,,
Queensland,CHARTERS TOWERS CITY,4820,4,,
Queensland,CHATSWORTH (QLD),4570,3,,
Queensland,CHEESEBOROUGH,4702,6,,
Queensland,CHELMER,4068,1,,
Queensland,CHELMSFORD,4606,5,,
Queensland,CHELONA,4740,2,,
Queensland,CHELTENHAM (QLD),4627,6,,
Queensland,CHERBOURG,4605,5,,
Queensland,CHERMSIDE,4032,1,,
Queensland,CHERMSIDE WEST,4032,1,,
Queensland,CHERRY CREEK,4306,5,,
Queensland,CHERRY GULLY,4370,5,,
Queensland,CHERWELL,4660,5,,
Queensland,CHEVALLUM,4555,1,,
Queensland,CHEVRON ISLAND,4217,1,,
Queensland,CHEWKO,4880,5,,
Queensland,CHILDERS (QLD),4660,5,,
Queensland,CHILLAGOE,4871,7,,
Queensland,CHINCHILLA,4413,5,,
Queensland,CHINGHEE CREEK,4285,5,,
Queensland,CHIRNSIDE,4723,6,,
Queensland,CHORREGON,4730,7,,
Queensland,CHRISTMAS CREEK,4285,5,,
Queensland,CHURCHABLE,4311,5,,
Queensland,CHURCHILL (QLD),4305,1,,
Queensland,CHUWAR,4306,1,,
Queensland,CINNABAR,4600,5,,
Queensland,CLAGIRABA,4211,1,,
Queensland,CLAIRVIEW,4741,6,,
Queensland,CLARA CREEK,4468,7,,
Queensland,CLARAVILLE,4871,7,,
Queensland,CLARE (QLD),4807,5,,
Queensland,CLARENDON (QLD),4311,5,,
Queensland,CLARKE CREEK,4705,6,,
Queensland,CLAYFIELD,4011,1,,
Queensland,CLEAR ISLAND WATERS,4226,1,,
Queensland,CLEAR MOUNTAIN,4500,1,,
Queensland,CLEMANT,4816,5,,
Queensland,CLERMONT,4721,6,,
Queensland,CLEVELAND (QLD),4163,1,,
Queensland,CLIFFORD,4427,6,,
Queensland,CLIFTON (QLD),4361,5,,
Queensland,CLIFTON BEACH (QLD),4879,2,,
Queensland,CLINTON (QLD),4680,3,,
Queensland,CLINTONVALE,4370,5,,
Queensland,CLONCURRY,4824,6,,
Queensland,CLONTARF (QLD 4019),4019,1,,
Queensland,CLONTARF (QLD 4357),4357,5,,
Queensland,CLOSEBURN,4520,2,,
Queensland,CLOYNA,4605,5,,
Queensland,CLUDEN,4811,2,,
Queensland,CLUMBER,4309,5,,
Queensland,COAL CREEK,4312,5,,
Queensland,COALBANK,4352,5,,
Queensland,COALFALLS,4305,1,,
Queensland,COALSTOUN LAKES,4621,5,,
Queensland,COBBS HILL,4605,5,,
Queensland,COBBY COBBY ISLAND,4208,2,,
Queensland,COBRABALL,4703,2,,
Queensland,COCKATOO (QLD),4419,6,,
Queensland,COCONUTS,4860,5,,
Queensland,COEN,4892,7,,
Queensland,COES CREEK,4560,1,,
Queensland,COLES CREEK,4570,5,,
Queensland,COLEVALE,4808,5,,
Queensland,COLEYVILLE,4307,2,,
Queensland,COLINTON (QLD),4306,5,,
Queensland,COLLAROY (QLD),4707,6,,
Queensland,COLLEGE VIEW,4343,4,,
Queensland,COLLINGWOOD PARK (QLD),4301,1,,
